month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI
39.35903513,40.82611875,38.286048,1,1988,0.5,Rhode Island,0,0.5,53.37,644.9242718446602,16791.8
43.86811758,43.26483388,50.37328867,0,1988,0.5,Rhode Island,1,0.5,45.65,644.9242718446602,16791.8
49.4593091,46.469711,50.0725255,0,1992,0.0,Rhode Island,1,0.3,43.01,647.6187702265372,18267.5
25.54399168,25.674036,26.98789888,1,1992,1.0,Rhode Island,0,0.3,37.45,647.6187702265372,18267.5
56.56099019,54.9215642,56.53581883,0,1996,0.5,Rhode Island,1,0.2,49.23,639.390291262136,19433.57
23.96030026,25.1821342,25.0986772,1,1996,0.5,Rhode Island,0,0.2,40.72,639.390291262136,19433.57
50.19177503,52.45998057,49.8182695,0,2000,1.0,Rhode Island,1,0.1,48.38,679.7851132686084,20180.3
29.53909274,31.26637986,25.22605107,1,2000,0.0,Rhode Island,0,0.1,47.87,679.7851132686084,20180.3
33.54848752,36.403905,32.34072303,1,2004,0.0,Rhode Island,0,0.0,50.73,695.5203883495145,20902.54
55.37687058,55.52474,52.29879617,0,2004,1.0,Rhode Island,1,0.0,48.27,695.5203883495145,20902.54
53.68229835,56.998015,53.7220574,0,2008,1.0,Rhode Island,1,0.0,52.93,682.8498381877023,21656.079999999998
31.36458023,35.56548925,34.53843477,1,2008,0.0,Rhode Island,0,0.0,45.66,682.8498381877023,21656.079999999998
56.48433542,55.28587417,57.313151,0,2012,1.0,Rhode Island,1,0.0,51.06,681.3184466019418,22373.87
34.297437,34.45445783,33.0941505,1,2012,0.0,Rhode Island,0,0.0,47.2,681.3184466019418,22373.87
35.84405839,36.953955,39.10790133,1,2016,0.0,Rhode Island,0,0.0,46.09,683.7708737864077,23319.690000000002
48.31123742,48.17004375,43.06524133,0,2016,1.0,Rhode Island,1,0.0,48.18000000000001,683.7708737864077,23319.690000000002
33.69583345,32.44954667,31.38358,1,2020,0.0,Rhode Island,0,0.0,46.525,683.5987055016183,24235.81
62.73268138,62.9632,67.29262,0,2020,1.0,Rhode Island,1,0.0,52.46,683.5987055016183,24235.81
