month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI
48.80510219,51.22032688,44.78698343,1,1988,0.4,California,1,1.0,53.37,173.87313309754623,516972.7
43.4520589,42.74065338,45.94263813,0,1988,0.6,California,0,1.0,45.65,173.87313309754623,516972.7
49.31429703,47.08772167,48.0980864,0,1992,0.6,California,1,1.0,43.01,188.60476338824853,558058.01
30.61467819,31.36069933,33.91210343,1,1992,0.4,California,0,1.0,37.45,188.60476338824853,558058.01
50.31742442,48.939908,51.81097953,0,1996,0.5769230769230769,California,1,0.6,49.23,194.13237674626012,600646.4199999999
34.92376087,34.8980074,34.00207413,1,1996,0.4230769230769231,California,0,0.6,40.72,194.13237674626012,600646.4199999999
46.831925899999995,46.433327,47.0636439,0,2000,0.5510204081632653,California,1,0.3,48.38,207.6146835504896,635457.64
38.70122545,42.10846957,36.50860167,1,2000,0.4489795918367347,California,0,0.3,47.87,207.6146835504896,635457.64
40.78484448,41.7255775,42.07282763,1,2004,0.38461538461538464,California,0,0.1,50.73,217.30638274478184,669589.9099999999
51.67049581,52.409029499999995,50.08119597,0,2004,0.6153846153846154,California,1,0.1,48.27,217.30638274478184,669589.9099999999
55.13702194,57.64526375,51.9545603,0,2008,0.6226415094339622,California,1,0.0,52.93,223.59665133439617,696194.14
36.29154084,35.37314775,38.8722006,1,2008,0.37735849056603776,California,0,0.0,45.66,223.59665133439617,696194.14
54.84475132,54.97031033,55.04702283,0,2012,0.6415094339622642,California,1,0.0,51.06,232.50551289804343,719980.0199999999
38.74208365,39.09606483,37.39687613,1,2012,0.3584905660377358,California,0,0.0,47.2,232.50551289804343,719980.0199999999
30.58260226,32.06212,31.76867633,1,2016,0.2830188679245283,California,0,0.0,46.09,239.75771958437943,749176.9600000001
55.52721871,54.83419625,52.35617567,0,2016,0.7169811320754718,California,1,0.0,48.18000000000001,239.75771958437943,749176.9600000001
31.39706161,32.78278333,31.16623967,1,2020,0.2641509433962264,California,0,0.0,46.525,243.95719181220107,786518.4
61.67958548,61.54144333,61.22515300000001,0,2020,0.7358490566037736,California,1,0.0,52.46,243.95719181220107,786518.4
