month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI
43.71956548,50.99662625,40.49983137,1,1988,0.0,Delaware,1,0.8,53.37,331.4339815762538,11305.560000000001
33.82348665,33.89479288,34.95768347,0,1988,1.0,Delaware,0,0.8,45.65,331.4339815762538,11305.560000000001
43.65070142,38.31372267,45.67927421,0,1992,1.0,Delaware,1,0.9,43.01,353.20266120777893,12403.72
30.37409855,32.055798,31.57324064,1,1992,0.0,Delaware,0,0.9,37.45,353.20266120777893,12403.72
48.33444577,46.9043326,50.7173624,0,1996,0.0,Delaware,1,0.6,49.23,372.10337768679636,13406.75
35.01304394,36.3342444,31.55099947,1,1996,1.0,Delaware,0,0.6,40.72,372.10337768679636,13406.75
46.29387484,45.31923714,44.83446357,0,2000,0.0,Delaware,1,0.3,48.38,402.44268167860804,14340.429999999998
42.14261861,44.94906114,42.66193607,1,2000,1.0,Delaware,0,0.3,47.87,402.44268167860804,14340.429999999998
39.43992494,39.620877,40.8166575,1,2004,1.0,Delaware,0,0.1,50.73,425.18065506653016,15137.1
48.85868545,49.4388255,48.70293488,0,2004,0.0,Delaware,1,0.1,48.27,425.18065506653016,15137.1
56.12165471,60.306077,51.82282163,0,2008,0.0,Delaware,1,0.0,52.93,452.3408393039918,15818.98
37.50443606,35.131691,41.23416913,1,2008,1.0,Delaware,0,0.0,45.66,452.3408393039918,15818.98
32.197577100000004,35.2189225,33.929685,1,2016,0.0,Delaware,0,0.0,46.09,487.2389969293756,17297.18
48.86549613,50.327765,43.751044,0,2016,1.0,Delaware,1,0.0,48.18000000000001,487.2389969293756,17297.18
34.31739613,34.72317,38.06233833,1,2020,0.0,Delaware,0,0.0,46.525,503.0168884339817,18304.9
58.97192355,58.80167333,57.384024,0,2020,1.0,Delaware,1,0.0,52.46,503.0168884339817,18304.9
