month_10,month_11,month_9,republican,Year,Rep_House_Prop,State,Result,rep_loyalty,popular_vote_percentage,density,RDI,GDP
27.475438099999998,25.27778771,28.207259000000004,0,2000,0.0,Utah,0,1.0,48.38,26.43576274380477,25967.55,66191.41
60.24290255,62.839813,57.23762536,1,2000,1.0,Utah,1,1.0,47.87,26.43576274380477,25967.55,66191.41
66.82468513,68.214186,67.6927797,1,2004,0.6666666666666666,Utah,1,1.0,50.73,28.285828700650143,28003.120000000006,69908.49
24.89907094,24.5516655,24.81972113,0,2004,0.33333333333333337,Utah,0,1.0,48.27,28.285828700650143,28003.120000000006,69908.49
31.46394706,33.32970425,29.747148100000004,0,2008,0.33333333333333337,Utah,0,1.0,52.93,31.36517714124188,30205.46,73161.85
59.69996313,58.90511025,60.93346697,1,2008,0.6666666666666666,Utah,1,1.0,45.66,31.36517714124188,30205.46,73161.85
24.43876171,24.727748000000002,26.83888807,0,2012,0.33333333333333337,Utah,0,1.0,51.06,33.62849806840667,32621.61,76219.70999999999
71.17114606,70.903879,68.8925941,1,2012,0.6666666666666666,Utah,1,1.0,47.2,33.62849806840667,32621.61,76219.70999999999
32.97141032,36.50060375,36.56517367,1,2016,0.75,Utah,1,1.0,46.09,35.93725855083388,35381.17,80625.78
26.220979999999997,26.9688875,26.61395267,0,2016,0.25,Utah,0,1.0,48.18000000000001,35.93725855083388,35381.17,80625.78
51.2567971,52.03253333,48.91510033,1,2020,1.0,Utah,1,1.0,46.525,38.65683595590314,38468.54,86899.73000000001
39.46553258,41.94645,36.94366033,0,2020,0.0,Utah,0,1.0,52.46,38.65683595590314,38468.54,86899.73000000001
